Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total attempts obox_Total,total ontarget attempt_Total,total blocked scoring att_Total,total goals_Total,total big chances saved_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total attempts obox_p90,total ontarget attempt_p90,total blocked scoring att_p90,total goals_p90,total big chances saved_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total attempts obox_TotalPR,total ontarget attempt_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total big chances saved_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total attempts obox_p90PR,total ontarget attempt_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total big chances saved_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Zlín,aj1nbeiatqrs6e47mnhjidn15,e9hgvxi5mkl4ug3f452sofytw,F. Appiah,Frank Appiah,24,Midfielder,Ghana,Midfielder,29.0,9.0,47.0,3.0,67.0,2.0,1.0,11.0,8.0,5.0,30.0,32.0,37.0,1.0,1.0,522.0,15.0,8.0,18.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,72.83,37.5,34.62,60.0,12.5,46.84,66.67,77.78,0.6157530147553909,1.074473851978771,5.0,10.0,0.27602619,1.0,4.0,7.0,0.95572771,31.0,5.0,1.5517241379310345,8.10344827586207,0.5172413793103449,11.551724137931036,0.3448275862068966,0.1724137931034483,1.896551724137931,1.3793103448275863,0.8620689655172414,5.172413793103448,5.517241379310345,6.379310344827586,0.1724137931034483,0.1724137931034483,2.586206896551724,1.3793103448275863,3.103448275862069,1.206896551724138,0.5172413793103449,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.0,0.0,0.0,72.83,37.5,34.62,60.0,12.5,46.84,66.67,77.78,0.1061643128888605,0.1852541124101329,0.8620689655172414,1.7241379310344829,0.0475907224137931,0.1724137931034483,0.6896551724137931,1.206896551724138,0.1647806396551724,5.344827586206897,CM/AM,35,92,23,30,19,36,69,78,51,62,100,100,94,12,23,72,57,100,88,46,28,28,64,50,50,49,17,33,83,70,23,46,92,79,46,79,80,70,73,12,10,22,79,27,19,88,8,20,4,27,69,73,38,58,100,100,88,6,23,56,44,99,75,32,23,25,60,50,50,49,17,33,83,70,23,46,92,79,38,75,79,56,58,8,10,10,73,10,Czech League
Zlín,aj1nbeiatqrs6e47mnhjidn15,edv4vmda1c38t630v2epovh79,M. Kopečný,Milos Kopecny,32,Defender,Czechia,Defender,71.0,3.0,71.0,13.0,139.0,9.0,0.0,2.0,4.0,2.0,4.0,4.0,33.0,16.0,5.0,588.0,4.0,9.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,78.98,52.0,27.27,25.0,0.0,58.93,50.0,66.67,0.3036045472082878,0.1303972532704687,1.0,8.0,0.19270546,8.0,19.0,22.0,0.75540909,71.0,10.86734693877551,0.4591836734693877,10.86734693877551,1.989795918367347,21.27551020408164,1.3775510204081634,0.0,0.3061224489795918,0.6122448979591837,0.3061224489795918,0.6122448979591837,0.6122448979591837,5.051020408163265,2.4489795918367347,0.7653061224489796,0.6122448979591837,1.3775510204081634,0.1530612244897959,1.530612244897959,0.3061224489795918,0.0,0.3061224489795918,0.0,0.0,0.0,0.0,78.98,52.0,27.27,25.0,0.0,58.93,50.0,66.67,0.0464700837563705,0.0199587632556839,0.1530612244897959,1.2244897959183674,0.0294957336734693,1.2244897959183674,2.9081632653061225,3.36734693877551,0.1156238403061224,10.86734693877551,RB/RCB,54,65,46,69,46,65,46,35,73,62,58,58,69,35,50,62,85,27,85,77,31,96,46,50,54,54,62,85,69,23,31,69,38,46,62,31,73,77,85,100,69,58,54,46,31,69,15,46,15,46,46,38,54,54,46,46,38,15,31,31,77,31,69,77,31,100,46,50,54,54,62,85,69,23,31,69,38,46,38,23,62,62,85,85,62,31,31,23,Czech League
Zlín,aj1nbeiatqrs6e47mnhjidn15,ejoci42pug77q1jpcr27vpc5x,A. Křapka,Antonín Krapka,32,Defender,Czechia,Defender,63.0,0.0,38.0,18.0,101.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,16.0,0.0,254.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.91,51.43,0.0,0.0,0.0,30.0,50.0,0.0,0.1620284274492178,0.1106046277113997,1.0,0.0,0.0,0.0,6.0,7.0,0.2174681099999999,57.0,22.32283464566929,0.0,13.464566929133856,6.377952755905511,35.78740157480315,1.062992125984252,0.0,0.3543307086614173,0.7086614173228346,0.3543307086614173,0.3543307086614173,0.3543307086614173,1.062992125984252,5.669291338582677,0.0,1.4173228346456692,0.0,0.0,0.0,0.3543307086614173,0.0,0.0,0.0,0.0,0.0,0.0,78.91,51.43,0.0,0.0,0.0,30.0,50.0,0.0,0.0574116475213763,0.0391906161182124,0.3543307086614173,0.0,0.0,0.0,2.125984251968504,2.4803149606299213,0.077055629527559,20.196850393700785,CB,19,27,17,66,17,17,41,23,38,31,33,33,2,31,5,41,3,20,4,67,21,31,36,46,51,51,29,62,27,20,21,2,24,4,35,38,72,10,10,16,14,16,17,18,42,27,54,98,46,23,41,42,58,42,50,50,2,62,5,69,3,20,4,83,21,31,36,46,51,51,29,62,27,20,21,2,24,4,48,62,90,10,10,16,40,40,44,46,Czech League
Zlín,aj1nbeiatqrs6e47mnhjidn15,evl8feb4btmjfp6yz61syf0iy,M. Cupák,Michal Cupák,27,Midfielder,Czechia,Midfielder,25.0,0.0,30.0,4.0,55.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,14.0,1.0,2.0,259.0,3.0,4.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,79.71,80.0,0.0,100.0,0.0,43.75,22.22,57.14,0.2008714635019332,0.0379385231463478,1.0,0.0,0.0,0.0,6.0,7.0,0.17350441,21.0,8.687258687258687,0.0,10.424710424710424,1.38996138996139,19.11196911196912,0.694980694980695,0.0,0.3474903474903475,1.0424710424710424,0.3474903474903475,0.3474903474903475,0.694980694980695,4.864864864864865,0.3474903474903475,0.694980694980695,1.0424710424710424,1.38996138996139,0.3474903474903475,1.38996138996139,0.694980694980695,0.0,0.3474903474903475,0.0,0.0,0.0,0.0,79.71,80.0,0.0,100.0,0.0,43.75,22.22,57.14,0.0698008946531814,0.0131832705913949,0.3474903474903475,0.0,0.0,0.0,2.0849420849420848,2.4324324324324325,0.0602911077220077,7.297297297297297,CM/AM,27,10,10,43,12,36,25,6,17,15,5,11,24,12,44,10,28,17,59,32,11,28,24,50,50,49,48,99,10,99,11,35,32,40,19,6,25,3,3,4,31,22,12,12,44,10,19,62,25,62,25,8,25,19,8,17,56,21,62,12,46,25,83,52,11,38,24,50,50,49,48,99,10,99,11,35,32,40,23,8,33,3,3,4,46,42,17,23,Czech League
Zlín,aj1nbeiatqrs6e47mnhjidn15,f083847g81mziziz7yugnkmj8,O. Kukučka,Ondrej Kukucka,22,Defender,Czechia,Defender,80.0,2.0,46.0,11.0,124.0,8.0,0.0,3.0,1.0,1.0,3.0,3.0,18.0,29.0,2.0,405.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.99,42.31,22.22,0.0,0.0,58.06,80.0,70.0,0.122355423146639,0.2149453540786559,0.0,1.0,0.02122129,1.0,14.0,15.0,0.54999452,83.0,17.77777777777778,0.4444444444444444,10.22222222222222,2.4444444444444446,27.55555555555556,1.7777777777777777,0.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.6666666666666666,4.0,6.444444444444445,0.4444444444444444,0.2222222222222222,0.0,0.0,1.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,77.99,42.31,22.22,0.0,0.0,58.06,80.0,70.0,0.0271900940325864,0.0477656342397013,0.0,0.2222222222222222,0.0047158422222222,0.2222222222222222,3.111111111111111,3.333333333333333,0.1222210044444444,18.444444444444443,CB,28,85,27,44,23,39,41,58,22,31,62,61,28,45,14,8,3,20,73,25,21,73,36,46,51,51,21,32,68,20,21,52,95,69,25,54,29,28,28,45,54,47,65,33,25,90,33,46,21,44,41,70,23,29,73,73,35,83,10,4,3,20,83,25,21,83,36,46,51,51,21,32,68,20,21,52,95,69,27,67,29,33,29,48,58,58,79,33,Czech League
Zlín,aj1nbeiatqrs6e47mnhjidn15,r2qv824sfah5ofxkyd7e08pg,D. Šmiga,Daniel Smiga,22,Attacker,Czechia,Striker,5.0,1.0,17.0,0.0,21.0,5.0,0.0,4.0,14.0,11.0,15.0,15.0,19.0,0.0,0.0,420.0,26.0,3.0,8.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,56.76,0.0,33.33,53.33,35.71,27.14,19.23,33.33,1.437944898153502,0.3528628323902786,7.0,2.0,0.07502923,0.0,1.0,1.0,0.23186065,8.0,1.0714285714285714,0.2142857142857142,3.642857142857143,0.0,4.5,1.0714285714285714,0.0,0.8571428571428571,3.0,2.357142857142857,3.214285714285714,3.214285714285714,4.071428571428571,0.0,0.0,5.571428571428571,0.6428571428571428,1.7142857142857142,0.2142857142857142,0.6428571428571428,1.0714285714285714,0.8571428571428571,0.2142857142857142,0.0,0.0,0.0,56.76,0.0,33.33,53.33,35.71,27.14,19.23,33.33,0.3081310496043218,0.0756134640836311,1.5,0.4285714285714285,0.0160776921428571,0.0,0.2142857142857142,0.2142857142857142,0.049684425,1.7142857142857142,ST,5,57,10,15,4,48,34,51,78,77,85,82,48,5,21,77,12,90,28,76,73,82,48,51,51,49,12,15,82,85,57,7,15,28,63,61,93,32,41,13,16,12,51,9,2,56,5,15,2,41,34,49,78,73,85,78,39,5,21,73,10,95,24,71,73,76,41,51,51,49,12,15,82,85,57,7,15,28,61,56,95,32,32,13,7,10,49,7,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,1jjin4rv03nnpbdgr7qr0gzys,D. Pavlović,Dusan Pavlovic,22,Defender,Serbia,Defender,290.0,0.0,103.0,24.0,393.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,23.0,45.0,7.0,714.0,4.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.14,40.0,0.0,0.0,50.0,53.49,52.38,50.0,0.558005898986133,0.0,0.0,6.0,0.11424279,2.0,24.0,22.0,0.5021029,251.0,36.55462184873949,0.0,12.983193277310924,3.0252100840336134,49.53781512605042,1.3865546218487397,0.0,0.0,0.5042016806722689,0.5042016806722689,0.0,0.0,2.899159663865546,5.672268907563025,0.8823529411764706,0.5042016806722689,0.6302521008403361,0.0,0.5042016806722689,0.0,0.2521008403361344,0.0,0.0,0.0,0.0,0.0,87.14,40.0,0.0,0.0,50.0,53.49,52.38,50.0,0.0703368780234621,0.0,0.0,0.7563025210084033,0.0144003516806722,0.2521008403361344,3.0252100840336134,2.773109243697479,0.063290281512605,31.63865546218487,CB,94,27,81,81,90,57,41,7,65,74,11,11,44,85,60,41,50,20,44,25,80,31,36,46,51,51,54,23,27,20,84,31,31,32,71,7,29,78,71,69,77,68,54,90,83,27,50,58,77,33,41,7,51,60,11,11,10,65,46,19,23,20,38,25,70,31,36,46,51,51,54,23,27,20,84,31,31,32,56,7,29,74,60,58,56,46,33,79,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,3p95pudljhqzrnegmko7z56uh,R. Sedláček,Richard Sedlácek,27,Midfielder,Czechia,Midfielder,183.0,3.0,160.0,27.0,340.0,2.0,2.0,8.0,5.0,2.0,4.0,4.0,28.0,13.0,9.0,621.0,4.0,8.0,3.0,10.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,85.21,50.0,50.0,75.0,0.0,49.12,33.33,66.67,0.3411870412374543,0.5255362424894374,2.0,7.0,0.14592414,7.0,38.0,36.0,0.9707959999999998,190.0,26.52173913043478,0.4347826086956521,23.18840579710145,3.913043478260869,49.27536231884058,0.2898550724637681,0.2898550724637681,1.1594202898550725,0.7246376811594203,0.2898550724637681,0.5797101449275363,0.5797101449275363,4.057971014492753,1.884057971014493,1.3043478260869563,0.5797101449275363,1.1594202898550725,0.4347826086956521,1.4492753623188406,0.4347826086956521,0.0,0.5797101449275363,0.0,0.0,0.0,0.0,85.21,50.0,50.0,75.0,0.0,49.12,33.33,66.67,0.0494473972807904,0.0761646728245561,0.2898550724637681,1.0144927536231882,0.0211484260869565,1.0144927536231882,5.507246376811594,5.217391304347826,0.140695072463768,27.53623188405797,DM/CM,89,80,82,94,88,29,98,88,47,53,41,39,68,85,91,39,76,55,89,48,17,88,39,48,52,52,64,59,95,74,17,30,26,58,42,64,45,53,48,85,86,85,76,88,91,73,85,94,91,18,100,76,36,42,33,33,45,64,79,24,58,42,67,39,17,85,39,48,52,52,64,59,95,74,17,30,26,58,33,55,36,36,27,76,85,85,67,88,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,467ykpwj32c3eip2ga0yts60a,S. Alioum,Saidou Alioum,23,Attacker,Cameroon,Striker,12.0,6.0,40.0,2.0,46.0,1.0,0.0,9.0,9.0,8.0,10.0,10.0,20.0,1.0,2.0,286.0,17.0,9.0,5.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,83.64,50.0,50.0,50.0,22.22,41.67,11.11,60.0,0.9855027361314196,1.1786106539496166,3.0,12.0,0.38676131,2.0,5.0,3.0,1.33703122,21.0,3.776223776223776,1.888111888111888,12.587412587412588,0.6293706293706294,14.475524475524477,0.3146853146853147,0.0,2.8321678321678325,2.8321678321678325,2.517482517482517,3.146853146853147,3.146853146853147,6.293706293706294,0.3146853146853147,0.6293706293706294,5.34965034965035,2.8321678321678325,1.5734265734265735,0.944055944055944,0.3146853146853147,0.6293706293706294,0.6293706293706294,0.3146853146853147,0.0,0.0,0.0,83.64,50.0,50.0,50.0,22.22,41.67,11.11,60.0,0.3101232386427544,0.3708914645295996,0.944055944055944,3.776223776223776,0.1217081045454545,0.6293706293706294,1.5734265734265735,0.944055944055944,0.4207440902097902,6.608391608391609,ST,35,96,62,57,46,7,34,98,44,54,73,72,55,11,78,40,89,78,70,32,34,51,48,51,51,49,98,62,94,76,28,56,6,60,44,98,67,88,85,61,66,38,100,60,49,98,85,71,61,12,34,98,76,78,78,76,80,10,90,71,95,90,80,37,44,61,59,51,51,49,98,62,94,76,28,56,6,60,63,100,78,98,98,68,88,46,100,83,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,5ioykn5eaz0k05yczz2ce1uy1,A. Růsek,Antonín Rusek,27,Attacker,Czechia,Striker,36.0,2.0,40.0,3.0,74.0,3.0,0.0,2.0,6.0,4.0,5.0,5.0,17.0,3.0,0.0,340.0,11.0,7.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,77.08,60.0,33.33,40.0,33.33,44.74,33.33,80.0,0.5509853113716586,0.2019830704047083,3.0,3.0,0.05772713,1.0,10.0,11.0,0.22456896,30.0,9.529411764705882,0.5294117647058824,10.588235294117649,0.7941176470588236,19.58823529411765,0.7941176470588236,0.0,0.5294117647058824,1.5882352941176472,1.0588235294117647,1.3235294117647058,1.3235294117647058,4.5,0.7941176470588236,0.0,2.911764705882353,1.8529411764705883,0.5294117647058824,1.0588235294117647,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.2647058823529412,0.0,0.0,0.0,77.08,60.0,33.33,40.0,33.33,44.74,33.33,80.0,0.1458490530101449,0.0534661068718345,0.7941176470588236,0.7941176470588236,0.0152807108823529,0.2647058823529412,2.647058823529412,2.911764705882353,0.0594447247058823,7.9411764705882355,ST,91,78,62,77,76,24,34,29,21,22,26,23,38,40,21,17,67,35,82,57,34,51,48,51,51,49,78,71,82,55,46,73,33,84,20,39,67,49,32,40,94,87,46,76,100,80,73,80,88,29,34,32,22,22,37,34,46,51,21,7,76,39,88,61,39,54,54,51,51,49,78,71,82,55,46,73,33,84,17,41,66,41,29,39,95,95,54,93,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,5m0z9znbaneiy3yj0xbuas9re,N. Tekijaški,Nemanja Tekijaski,29,Defender,Serbia,Defender,226.0,1.0,90.0,27.0,315.0,18.0,0.0,5.0,6.0,5.0,2.0,2.0,37.0,39.0,6.0,540.0,9.0,12.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,87.74,56.25,25.0,100.0,33.33,62.71,52.94,50.0,0.7208803583816743,0.4622077569430309,1.0,10.0,0.30717463,7.0,22.0,28.0,0.64442749,223.0,37.66666666666666,0.1666666666666666,15.0,4.5,52.5,3.0,0.0,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,6.166666666666667,6.5,1.0,1.5,2.0,0.3333333333333333,0.5,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,87.74,56.25,25.0,100.0,33.33,62.71,52.94,50.0,0.1201467263969457,0.0770346261571718,0.1666666666666666,1.6666666666666667,0.0511957716666666,1.1666666666666667,3.6666666666666665,4.666666666666667,0.1074045816666666,37.16666666666666,CB,79,68,69,90,77,81,41,95,79,79,50,50,74,77,50,73,96,71,33,67,80,31,36,46,51,51,58,71,71,91,67,73,33,32,75,96,72,96,98,96,71,80,67,83,85,68,67,92,85,81,41,92,81,81,48,48,85,88,53,75,94,71,34,68,80,31,36,46,51,51,58,71,71,91,67,73,33,32,81,94,74,92,96,98,69,79,69,88,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,5nb8n31f2vntmbe008uxee5ed,J. Suchan,Jan Suchan,30,Midfielder,Czechia,Midfielder,42.0,3.0,82.0,6.0,121.0,7.0,2.0,12.0,10.0,6.0,6.0,7.0,32.0,3.0,3.0,355.0,11.0,18.0,5.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,81.21,54.55,20.0,83.33,40.0,74.42,77.78,100.0,0.966769444243786,1.1660012561659936,3.0,5.0,0.17169203,2.0,12.0,18.0,0.69159729,49.0,10.647887323943662,0.7605633802816901,20.7887323943662,1.5211267605633805,30.676056338028168,1.7746478873239435,0.5070422535211268,3.0422535211267605,2.535211267605633,1.5211267605633805,1.5211267605633805,1.7746478873239435,8.112676056338028,0.7605633802816901,0.7605633802816901,2.788732394366197,4.563380281690141,1.2676056338028168,0.5070422535211268,1.0140845070422535,1.0140845070422535,0.7605633802816901,0.2535211267605634,0.0,0.0,0.0,81.21,54.55,20.0,83.33,40.0,74.42,77.78,100.0,0.2450964788223682,0.2956059522674349,0.7605633802816901,1.2676056338028168,0.0435275569014084,0.5070422535211268,3.0422535211267605,4.563380281690141,0.1753345242253521,12.422535211267604,CM/AM,47,54,66,62,56,93,92,84,71,70,32,35,83,46,65,54,96,69,26,61,78,66,64,50,50,49,60,65,36,96,70,100,99,94,79,83,55,29,35,32,53,75,71,49,62,56,73,71,69,92,98,94,83,81,42,46,98,52,69,62,100,77,33,75,85,82,67,50,50,49,60,65,36,96,70,100,99,94,85,94,69,33,50,40,79,83,79,54,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,713as8ulfv31hz6bahrctmimt,V. Tchanturishvili,Vakhtang Tchanturishvili,33,Midfielder,Georgia,Midfielder,111.0,8.0,97.0,12.0,200.0,3.0,0.0,5.0,11.0,3.0,13.0,13.0,28.0,16.0,11.0,650.0,7.0,5.0,7.0,8.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,78.74,29.27,42.11,53.85,36.36,53.85,42.86,61.54,0.725578048360494,0.6342436514503917,8.0,7.0,0.20351829,5.0,12.0,19.0,1.21580861,97.0,15.36923076923077,1.1076923076923078,13.430769230769233,1.6615384615384614,27.692307692307693,0.4153846153846153,0.0,0.6923076923076923,1.523076923076923,0.4153846153846153,1.8,1.8,3.876923076923077,2.2153846153846155,1.523076923076923,0.9692307692307692,0.6923076923076923,0.9692307692307692,1.1076923076923078,1.1076923076923078,0.5538461538461539,0.4153846153846153,0.0,0.0,0.0,0.0,78.74,29.27,42.11,53.85,36.36,53.85,42.86,61.54,0.1004646528499145,0.087818351739285,1.1076923076923078,0.9692307692307692,0.0281794555384615,0.6923076923076923,1.6615384615384614,2.6307692307692307,0.1683427306153846,13.430769230769233,DM/CM,64,91,59,71,58,42,36,52,86,68,98,98,68,91,98,64,38,100,73,91,89,74,39,48,52,52,27,12,88,48,79,56,35,42,76,85,92,53,58,68,39,48,91,55,48,88,42,45,42,30,36,39,73,58,94,92,36,88,97,52,24,94,52,82,85,61,39,48,52,52,27,12,88,48,79,56,35,42,64,67,85,33,33,55,21,39,79,39,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,7joketqhv90x0eyr2cuyxa25m,S. Nebyla,Sebastian Nebyla,24,Midfielder,Slovakia,Midfielder,63.0,6.0,82.0,6.0,139.0,2.0,1.0,13.0,5.0,4.0,2.0,2.0,13.0,3.0,4.0,461.0,10.0,6.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,88.54,54.55,40.0,50.0,0.0,41.94,33.33,75.0,0.3384189421653985,1.2184252171246572,0.0,10.0,0.2601521599999999,2.0,15.0,14.0,1.34574837,75.0,12.299349240780913,1.1713665943600868,16.008676789587852,1.1713665943600868,27.13665943600868,0.3904555314533623,0.1952277657266811,2.537960954446855,0.9761388286334056,0.7809110629067246,0.3904555314533623,0.3904555314533623,2.537960954446855,0.5856832971800434,0.7809110629067246,1.952277657266812,1.1713665943600868,0.1952277657266811,0.5856832971800434,0.1952277657266811,0.0,0.5856832971800434,0.0,0.0,0.0,0.0,88.54,54.55,40.0,50.0,0.0,41.94,33.33,75.0,0.0660687739585376,0.2378704328442931,0.0,1.952277657266812,0.05078892494577,0.3904555314533623,2.9284164859002173,2.733188720173536,0.262727447505423,14.642082429501086,CM/AM,78,77,66,62,67,36,69,91,27,53,14,11,21,46,78,48,42,17,46,20,11,66,24,50,50,49,100,65,91,51,11,25,50,72,25,90,7,70,69,32,76,53,94,77,73,75,50,52,56,31,73,90,21,52,10,6,15,38,71,44,35,10,35,15,11,67,24,50,50,49,100,65,91,51,11,25,50,72,21,85,7,65,65,25,71,54,96,75,Czech League
Jablonec,bdz8tx20ekj1ryi2e2u13jdl,8fofcgnxsc650zuzlm6i2ryp6,M. Cedidla,Martin Cedidla,24,Defender,Czechia,Defender,109.0,1.0,96.0,10.0,204.0,10.0,0.0,3.0,6.0,6.0,3.0,3.0,34.0,26.0,5.0,547.0,13.0,8.0,2.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,78.16,32.26,7.14,66.67,50.0,53.97,41.67,57.14,0.8043704780208614,0.2929600622658696,0.0,3.0,0.07559354,4.0,17.0,22.0,0.7600105199999999,114.0,17.93418647166362,0.1645338208409506,15.79524680073126,1.6453382084095065,33.564899451553934,1.6453382084095065,0.0,0.4936014625228519,0.9872029250457038,0.9872029250457038,0.4936014625228519,0.4936014625228519,5.594149908592322,4.2778793418647165,0.8226691042047533,2.1389396709323583,1.3162705667276051,0.3290676416819013,1.3162705667276051,0.0,0.4936014625228519,0.0,0.4936014625228519,0.0,0.0,0.0,78.16,32.26,7.14,66.67,50.0,53.97,41.67,57.14,0.1323461481204342,0.0482018383984063,0.0,0.4936014625228519,0.0124376939670932,0.6581352833638026,2.797074954296161,3.619744058500914,0.1250474347349177,18.75685557586837,RB/RCB,69,42,92,35,85,81,46,58,85,92,42,42,77,77,50,88,73,54,65,27,100,35,100,50,54,54,54,15,46,77,96,54,15,31,92,69,31,38,46,85,62,58,62,69,54,38,69,23,77,62,46,54,77,92,31,31,69,46,38,85,69,46,46,27,100,35,100,50,54,54,54,15,46,77,96,54,15,31,85,62,31,31,31,77,54,38,62,69,Czech League
