Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total big chances saved_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total interception_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total big chances saved_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total interception_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total big chances saved_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total interception_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total big chances saved_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total interception_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,1n33x5m6se8w4s3njb0qibh05,Y. Roche,Yohan Roche,29,Defender,Benin,Defender,92.0,34.0,13.0,126.0,0.0,17.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,5.0,0.0,3.0,4.0,5.0,1.0,0.0,0.0,85.14,54.17,0.0,0.0,0.0,45.83,36.36,75.0,0.0,0.0931286729083252,0.0,0.0,0.0,0.0,7.0,8.0,0.2295719,58.0,30.666666666666668,11.333333333333334,4.333333333333333,42.0,0.0,5.666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.0,0.0,1.6666666666666667,0.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,85.14,54.17,0.0,0.0,0.0,45.83,36.36,75.0,0.0,0.0310428909694417,0.0,0.0,0.0,0.0,2.333333333333333,2.6666666666666665,0.0765239666666666,19.33333333333333,CB,54,27,58,42,44,52,42,52,12,19,40,33,63,79,17,42,12,92,35,63,23,77,98,48,52,38,50,42,35,42,19,12,79,12,62,42,13,13,21,29,31,42,27,69,35,79,65,44,58,42,60,12,19,40,33,63,83,38,42,12,92,35,69,27,85,96,48,52,38,50,42,35,42,19,12,79,12,65,42,13,13,21,38,38,58,31,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,2ww6zsdjkbfxvwsobrn122jf9,E. Koljić,Elvir Koljic,31,Attacker,Bosnia and Herzegovina,Striker,16.0,12.0,1.0,28.0,0.0,2.0,261.0,0.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,10.0,0.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,66.67,100.0,0.0,0.0,0.0,30.3,47.37,0.0,0.7886645585559018,0.0474251595012249,0.0,1.0,0.01685596,0.0,0.0,1.0,0.0106375599999999,9.0,5.517241379310345,4.137931034482759,0.3448275862068966,9.655172413793103,0.0,0.6896551724137931,0.0,0.3448275862068966,2.0689655172413794,1.3793103448275863,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.3448275862068966,3.4482758620689657,0.0,2.0689655172413794,0.3448275862068966,0.0,0.0,3.103448275862069,0.0,0.0,0.0,0.0,66.67,100.0,0.0,0.0,0.0,30.3,47.37,0.0,0.2719532960537592,0.0163535032762844,0.0,0.3448275862068966,0.0058124,0.0,0.0,0.3448275862068966,0.003668124137931,3.103448275862069,ST,61,9,37,33,52,63,28,28,41,41,63,43,9,9,17,9,15,9,11,15,83,28,43,30,52,33,91,28,11,9,13,70,15,61,26,15,17,13,17,9,24,4,30,70,9,30,17,52,65,28,30,43,43,70,48,9,9,13,9,17,9,11,15,91,28,43,30,52,33,91,28,11,9,13,70,15,61,30,15,13,13,17,9,26,4,30,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,4rdnl9ce3rbt4ionnkciunis5,Iñigo Piña,Iñigo Sebastián Magaña,31,Defender,Spain,Defender,91.0,22.0,6.0,113.0,0.0,28.0,351.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,14.0,0.0,0.0,7.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,88.28,46.15,0.0,50.0,0.0,50.0,44.44,100.0,0.0867839869147609,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.15724294,92.0,23.33333333333333,5.641025641025641,1.5384615384615383,28.97435897435897,0.0,7.17948717948718,0.0,0.0,0.5128205128205129,0.0,0.5128205128205129,0.0,0.5128205128205129,0.5128205128205129,3.58974358974359,0.0,0.0,1.794871794871795,0.2564102564102564,0.5128205128205129,1.0256410256410258,0.7692307692307693,0.0,0.0,0.0,88.28,46.15,0.0,50.0,0.0,50.0,44.44,100.0,0.0222523043371181,0.0,0.5128205128205129,0.0,0.0,0.0,1.2820512820512822,1.0256410256410258,0.0403187025641025,23.58974358974359,CB,46,4,27,27,44,85,42,17,56,19,94,33,83,79,44,42,12,96,79,38,23,54,48,48,52,54,38,42,75,42,37,31,94,35,21,94,13,13,21,21,15,27,54,31,4,23,12,44,81,42,17,54,19,92,33,81,77,35,42,12,96,73,42,12,58,48,48,52,54,38,42,75,42,37,31,94,31,21,92,13,13,21,19,12,15,46,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,66jgw85uti6qsgxmlkzz2726t,Nanu,Eulânio Ângelo Chipela Gomes,32,Defender,Guinea-Bissau,Defender,29.0,29.0,0.0,57.0,0.0,9.0,281.0,1.0,2.0,2.0,0.0,2.0,1.0,12.0,14.0,18.0,1.0,3.0,3.0,7.0,3.0,3.0,1.0,0.0,1.0,0.0,83.82,0.0,20.0,58.33,50.0,62.07,75.0,60.0,0.0975813200213251,0.1777368638247248,2.0,6.0,0.2264052899999999,2.0,4.0,2.0,0.10413891,20.0,9.288256227758009,9.288256227758009,0.0,18.25622775800712,0.0,2.882562277580071,0.3202846975088968,0.6405693950177936,0.6405693950177936,0.0,0.6405693950177936,0.3202846975088968,3.8434163701067616,4.483985765124555,5.765124555160142,0.3202846975088968,0.9608540925266904,0.9608540925266904,2.2419928825622777,0.9608540925266904,0.9608540925266904,0.3202846975088968,0.0,0.3202846975088968,0.0,83.82,0.0,20.0,58.33,50.0,62.07,75.0,60.0,0.0312538035655489,0.0569263976662819,0.6405693950177936,1.9217081850533808,0.072514149822064,0.6405693950177936,1.2811387900355873,0.6405693950177936,0.0333540992882562,6.405693950177936,CB,4,15,4,4,44,15,90,83,56,19,94,81,100,100,71,90,52,56,100,63,6,15,48,96,52,27,4,87,81,96,62,83,46,38,88,94,83,96,75,15,8,12,8,4,15,4,4,44,19,92,83,58,19,96,85,100,100,77,92,54,58,100,62,4,15,48,96,52,27,4,87,81,96,62,83,46,46,88,96,88,96,81,15,8,12,8,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,a3hraho1lbnm3ga3ffkahlqi2,V. Sourlis,Vasilis Sourlis,23,Midfielder,Greece,Midfielder,41.0,47.0,2.0,88.0,0.0,1.0,331.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,5.0,18.0,0.0,5.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,87.13,66.67,0.0,80.0,0.0,46.15,20.0,80.0,0.0501212491928466,0.1341075801481534,1.0,6.0,0.1424689499999999,5.0,10.0,7.0,0.12653112,35.0,11.148036253776436,12.779456193353475,0.5438066465256798,23.92749244712991,0.0,0.2719033232628399,0.0,0.5438066465256798,0.2719033232628399,0.0,0.2719033232628399,0.2719033232628399,1.3595166163141994,1.3595166163141994,4.894259818731118,0.0,1.3595166163141994,1.9033232628398795,1.0876132930513596,1.0876132930513596,0.5438066465256798,0.5438066465256798,0.0,0.0,0.0,87.13,66.67,0.0,80.0,0.0,46.15,20.0,80.0,0.0136281342216199,0.0364642967170205,0.2719033232628399,1.6314199395770397,0.0387377809667673,1.3595166163141994,2.719033232628399,1.9033232628398795,0.0344042320241691,9.516616314199396,DM/CM,25,28,12,25,53,12,25,34,25,25,44,66,88,88,69,25,78,81,94,72,50,28,44,41,50,50,44,25,81,25,34,38,84,25,38,53,56,56,94,38,25,12,12,19,19,6,12,53,12,25,12,22,25,41,59,81,81,62,25,72,81,100,75,44,19,44,41,50,50,44,25,81,25,34,38,84,25,25,53,56,50,88,31,19,12,12,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,braao2i4dvtaf4kwjnt34ugvd,Carles Soria,Carles Soria,29,Defender,Spain,Defender,53.0,66.0,2.0,117.0,0.0,8.0,348.0,2.0,4.0,2.0,0.0,2.0,1.0,6.0,6.0,20.0,0.0,2.0,8.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,81.82,28.57,12.5,66.67,0.0,47.62,40.0,66.67,0.149310888732868,0.2935392967788125,2.0,12.0,0.32771399,5.0,8.0,10.0,0.4858233399999998,51.0,13.706896551724135,17.06896551724138,0.5172413793103449,30.25862068965517,0.0,2.0689655172413794,0.5172413793103449,1.0344827586206895,0.5172413793103449,0.0,0.5172413793103449,0.2586206896551724,1.5517241379310345,1.5517241379310345,5.172413793103448,0.0,0.5172413793103449,2.0689655172413794,1.0344827586206895,1.0344827586206895,0.5172413793103449,0.5172413793103449,0.0,0.0,0.0,81.82,28.57,12.5,66.67,0.0,47.62,40.0,66.67,0.038614885017121,0.0759153353738308,0.5172413793103449,3.103448275862069,0.0847536181034482,1.293103448275862,2.0689655172413794,2.586206896551724,0.1256439672413792,13.189655172413794,RB/RCB,33,83,12,83,50,33,67,79,38,12,67,58,83,83,83,38,12,92,88,67,38,17,46,46,54,33,50,50,54,38,58,25,50,33,75,62,92,92,83,71,62,67,42,33,83,8,75,50,33,67,75,33,12,58,58,83,83,83,38,17,92,83,67,42,17,46,46,54,33,50,50,54,38,58,25,50,25,75,58,92,92,83,67,58,67,42,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,d02uxudioxez972krliidzyzt,K. Kaïboué,Kylian Kaïboué,28,Defender,France,Defender,43.0,37.0,22.0,80.0,0.0,6.0,221.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,4.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,76.92,73.33,0.0,0.0,0.0,52.17,42.86,40.0,0.1557246324579625,0.0547409189679269,3.0,4.0,0.07546173,0.0,9.0,8.0,0.1447186899999999,41.0,17.51131221719457,15.06787330316742,8.959276018099548,32.57918552036199,0.0,2.443438914027149,0.0,0.4072398190045249,1.2217194570135743,0.0,1.2217194570135743,0.4072398190045249,0.0,0.0,4.886877828054298,0.0,0.4072398190045249,1.6289592760180995,0.0,0.8144796380090498,1.2217194570135743,1.2217194570135743,0.0,0.0,0.0,76.92,73.33,0.0,0.0,0.0,52.17,42.86,40.0,0.0634172711367268,0.0222926819326399,1.2217194570135743,1.6289592760180995,0.0307310212669683,0.0,3.665158371040724,3.257918552036199,0.0589352131221719,16.696832579185518,CB,10,31,96,8,44,6,42,52,77,19,100,81,27,27,29,42,25,77,35,38,6,54,48,48,52,4,96,42,35,42,46,23,25,54,50,100,63,65,21,42,31,15,13,15,65,100,19,44,12,42,69,88,19,100,96,27,27,65,42,27,88,35,58,19,73,48,48,52,4,96,42,35,42,46,23,25,58,58,100,81,77,21,62,50,35,19,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,e7hk7ppr45xnldr3dsnmbto4q,R. Nizet,Rob Nizet,24,Defender,Belgium,Defender,33.0,35.0,2.0,67.0,0.0,2.0,296.0,1.0,4.0,3.0,1.0,2.0,2.0,8.0,10.0,22.0,0.0,4.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,90.54,100.0,9.09,75.0,0.0,44.9,0.0,50.0,0.1594969998934721,0.2157628880501965,3.0,5.0,0.13982582,3.0,5.0,4.0,0.18374751,21.0,10.033783783783784,10.641891891891891,0.6081081081081081,20.37162162162162,0.0,0.6081081081081081,0.304054054054054,1.2162162162162162,0.9121621621621622,0.304054054054054,0.6081081081081081,0.6081081081081081,2.4324324324324325,3.040540540540541,6.6891891891891895,0.0,1.2162162162162162,4.256756756756757,1.8243243243243243,0.304054054054054,0.0,0.0,0.0,0.0,0.0,90.54,100.0,9.09,75.0,0.0,44.9,0.0,50.0,0.0484957094270692,0.0656035808260732,0.9121621621621622,1.5202702702702704,0.0425146074324324,0.9121621621621622,1.5202702702702704,1.2162162162162162,0.0558691753378378,6.385135135135135,RB/RCB,25,46,12,17,50,8,46,79,54,42,67,88,96,100,92,38,58,100,100,21,12,8,46,46,54,92,100,42,67,38,50,12,38,42,67,83,71,75,71,33,8,25,8,25,33,17,25,50,8,50,83,58,50,75,100,100,100,92,38,67,100,100,17,12,8,46,46,54,92,100,42,67,38,50,12,38,42,67,92,67,75,75,33,8,33,8,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,njrt7o0x8s2ibv1j6fjrzjkl,P. Vouros,Praxitelis Vouros,31,Defender,Greece,Defender,83.0,33.0,3.0,116.0,0.0,22.0,360.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,1.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,84.67,18.75,0.0,100.0,0.0,43.48,55.56,100.0,0.1135336842707485,0.0,0.0,2.0,0.03620728,0.0,8.0,7.0,0.15359822,68.0,20.75,8.25,0.75,29.0,0.0,5.5,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,2.5,0.0,0.5,0.25,0.25,0.75,1.25,1.5,0.0,0.0,0.0,84.67,18.75,0.0,100.0,0.0,43.48,55.56,100.0,0.0283834210676871,0.0,0.0,0.5,0.00905182,0.0,2.0,1.75,0.038399555,17.0,RB/RCB,83,25,46,75,50,92,21,17,21,42,25,25,29,25,25,38,12,12,50,46,71,100,46,46,54,42,8,21,88,38,25,83,88,25,17,25,38,33,8,71,38,17,75,75,17,29,58,50,83,21,17,17,25,25,25,17,12,17,38,8,8,33,46,67,100,46,46,54,42,8,21,88,38,25,83,88,17,17,25,38,33,8,58,17,8,67,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,21higjbuosup8vmwumtqt4q5m,K. Roukounakis,Konstantinos Roukounakis,25,Midfielder,Greece,Midfielder,76.0,88.0,19.0,163.0,0.0,8.0,355.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,3.0,16.0,1.0,1.0,5.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,85.34,76.0,8.33,66.67,100.0,44.44,60.0,50.0,0.0410600030449312,0.3753616915478639,1.0,6.0,0.11808426,2.0,18.0,19.0,0.6196514,88.0,19.267605633802816,22.309859154929576,4.816901408450704,41.32394366197183,0.0,2.028169014084507,0.2535211267605634,1.0140845070422535,0.2535211267605634,0.0,0.2535211267605634,0.0,0.7605633802816901,0.7605633802816901,4.056338028169014,0.2535211267605634,0.2535211267605634,1.2676056338028168,0.5070422535211268,0.7605633802816901,0.7605633802816901,2.028169014084507,0.0,0.0,0.0,85.34,76.0,8.33,66.67,100.0,44.44,60.0,50.0,0.0104095782367431,0.0951621189839655,0.2535211267605634,1.5211267605633805,0.0299368546478873,0.5070422535211268,4.563380281690141,4.816901408450704,0.1570947211267605,22.309859154929576,DM/CM,62,81,94,75,53,88,62,75,25,25,44,25,56,53,56,69,25,47,59,53,69,100,44,41,50,38,81,50,72,97,25,66,34,12,81,53,56,50,41,72,75,94,88,56,75,94,69,53,81,50,69,12,25,25,25,44,44,50,50,19,25,50,44,56,94,44,41,50,38,81,50,72,97,25,66,34,12,81,31,44,31,31,62,69,81,75,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,2bmmri2dc6de6cnzn24oj5d5h,Hugo Sousa,Hugo Filipe Gonçalves Martins de Sousa,34,Defender,Portugal,Defender,104.0,41.0,4.0,145.0,0.0,8.0,352.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,4.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,90.06,40.0,0.0,0.0,0.0,42.42,40.0,50.0,0.3127583334119962,0.0272425078937094,0.0,0.0,0.0,1.0,12.0,10.0,0.1964178599999999,74.0,26.590909090909093,10.482954545454543,1.0227272727272727,37.07386363636364,0.0,2.0454545454545454,0.0,0.2556818181818182,0.7670454545454546,0.7670454545454546,0.0,0.0,0.0,0.0,3.5795454545454546,0.0,1.278409090909091,1.0227272727272727,0.0,0.5113636363636364,1.5340909090909092,1.7897727272727273,0.0,0.0,0.0,90.06,40.0,0.0,0.0,0.0,42.42,40.0,50.0,0.0799666193382944,0.0069654139500961,0.0,0.0,0.0,0.2556818181818182,3.0681818181818183,2.556818181818182,0.0502204755681817,18.920454545454547,CB,69,40,13,62,44,12,42,52,77,83,40,33,27,27,44,42,81,77,35,38,46,90,48,48,52,73,21,42,35,42,12,17,37,77,42,42,13,13,54,63,40,35,35,46,27,15,42,44,8,42,48,73,81,40,33,27,27,31,42,73,73,35,38,42,90,48,48,52,73,21,42,35,42,12,17,37,73,42,42,13,13,46,56,35,19,27,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,3mgrqgq3eobnu941j3q4yeuol,Á. Sagal,Ángelo Sagal,33,Attacker,Chile,Striker,15.0,22.0,3.0,37.0,0.0,2.0,281.0,0.0,1.0,11.0,7.0,4.0,5.0,5.0,7.0,11.0,1.0,15.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,88.1,100.0,0.0,40.0,9.09,45.83,33.33,0.0,1.4594177472881362,0.0465625056389849,6.0,4.0,0.10054112,3.0,2.0,4.0,0.0592922499999999,14.0,4.804270462633452,7.0462633451957295,0.9608540925266904,11.850533807829182,0.0,0.6405693950177936,0.0,0.3202846975088968,3.5231316725978647,2.2419928825622777,1.2811387900355873,1.601423487544484,1.601423487544484,2.2419928825622777,3.5231316725978647,0.3202846975088968,4.804270462633452,1.9217081850533808,0.6405693950177936,0.0,0.9608540925266904,0.0,0.0,0.0,0.0,88.1,100.0,0.0,40.0,9.09,45.83,33.33,0.0,0.4674291717292963,0.0149132580338385,1.9217081850533808,1.2811387900355873,0.0322017822064056,0.9608540925266904,0.6405693950177936,1.2811387900355873,0.0189904003558718,4.483985765124555,ST,54,48,76,52,52,63,28,28,85,70,98,98,46,63,24,28,67,54,46,15,46,28,43,30,52,100,91,28,43,17,43,46,15,96,22,100,67,65,83,30,54,26,57,52,43,78,52,52,59,28,26,87,65,91,96,43,67,17,24,61,50,39,15,48,28,43,30,52,100,91,28,43,17,43,46,15,91,22,96,65,61,78,22,57,30,52,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,ageous8x40a5qja50md060ull,L. Abanda,Leroy Abanda,26,Midfielder,France,Midfielder,48.0,68.0,3.0,112.0,0.0,15.0,360.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,76.71,23.08,23.53,0.0,100.0,23.08,25.0,50.0,0.0272425078937094,0.6747513676073164,1.0,4.0,0.0788727499999999,4.0,12.0,10.0,0.7911044199999998,81.0,12.0,17.0,0.75,28.0,0.0,3.75,1.0,1.5,0.25,0.0,0.25,0.0,0.25,0.25,1.5,0.25,1.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,76.71,23.08,23.53,0.0,100.0,23.08,25.0,50.0,0.0068106269734273,0.1686878419018291,0.25,1.0,0.0197181874999999,1.0,3.0,2.5,0.1977761049999999,20.25,LM/LCM,100,100,67,100,67,100,100,100,50,50,83,33,33,33,33,100,33,33,33,67,67,33,67,67,67,67,67,100,33,100,33,50,50,33,100,83,50,33,100,100,67,100,100,100,100,67,100,67,100,100,100,50,50,83,33,33,33,33,100,33,33,33,67,67,33,67,67,67,67,67,100,33,100,33,50,50,33,100,67,50,33,100,100,67,100,100,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,bm0bafkutd9qb9qee06cys9re,I. Jagne,Imam Jagne,22,Midfielder,Sweden,Midfielder,21.0,27.0,3.0,48.0,0.0,5.0,242.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,84.21,60.0,0.0,50.0,50.0,30.0,0.0,33.33,0.2241537061096469,0.1449494286711232,0.0,0.0,0.0,0.0,3.0,3.0,0.23909456,22.0,7.8099173553719,10.041322314049586,1.1157024793388428,17.851239669421485,0.0,1.8595041322314048,0.0,0.743801652892562,0.743801652892562,0.371900826446281,0.371900826446281,0.0,0.743801652892562,0.743801652892562,2.2314049586776856,0.371900826446281,1.487603305785124,0.743801652892562,0.371900826446281,0.371900826446281,0.0,0.743801652892562,0.0,0.0,0.0,84.21,60.0,0.0,50.0,50.0,30.0,0.0,33.33,0.0833629485531744,0.0539068123157069,0.0,0.0,0.0,0.0,1.1157024793388428,1.1157024793388428,0.0889194644628099,8.181818181818182,DM/CM,6,6,25,6,53,62,25,34,56,69,44,25,31,28,6,69,66,9,31,22,9,28,44,41,50,19,25,25,47,75,6,16,16,75,44,16,6,6,9,9,6,31,6,6,6,25,6,53,75,25,44,69,81,62,25,38,38,6,81,81,12,31,19,9,31,44,41,50,19,25,25,47,75,6,16,16,81,44,16,6,6,9,12,6,38,6,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,dgs76xugujyrvpx9yji1rcwyx,C. Jolibois,Clément Jolibois,29,Defender,France,Defender,73.0,25.0,9.0,98.0,1.0,23.0,243.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,88.29,56.25,0.0,0.0,0.0,35.29,44.44,0.0,0.0,0.0578707313360868,0.0,1.0,0.01685596,0.0,2.0,6.0,0.1465713099999999,66.0,27.037037037037035,9.25925925925926,3.333333333333333,36.29629629629629,0.3703703703703703,8.518518518518517,0.0,0.3703703703703703,0.0,0.0,0.0,0.0,0.3703703703703703,0.3703703703703703,2.222222222222222,0.0,0.7407407407407407,0.7407407407407407,0.0,0.0,1.4814814814814814,2.962962962962963,0.3703703703703703,0.0,0.0,88.29,56.25,0.0,0.0,0.0,35.29,44.44,0.0,0.0,0.0214336041985506,0.0,0.3703703703703703,0.0062429481481481,0.0,0.7407407407407407,2.222222222222222,0.0542856703703703,24.444444444444443,CB,33,12,40,19,94,77,42,52,12,19,40,33,63,62,6,42,38,37,35,8,23,98,98,48,52,58,54,42,35,42,4,31,8,12,58,42,33,29,21,10,19,19,31,54,12,42,31,100,96,42,65,12,19,40,33,73,69,8,42,46,46,35,8,35,100,100,48,52,58,54,42,35,42,4,31,8,12,54,42,38,35,21,12,23,27,54,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,e5qq606tbm93y3ctjpazg7rv9,Jorge Pombo,Jorge Pombo,32,Midfielder,Spain,Midfielder,25.0,77.0,9.0,100.0,0.0,1.0,292.0,2.0,8.0,12.0,9.0,3.0,3.0,22.0,22.0,29.0,4.0,15.0,8.0,15.0,4.0,2.0,4.0,0.0,0.0,0.0,80.0,69.23,22.22,68.18,33.33,67.44,50.0,100.0,1.1221194307772624,0.5481988253044262,5.0,10.0,0.2903716799999999,2.0,18.0,25.0,0.5512026600000002,55.0,7.705479452054795,23.732876712328768,2.773972602739726,30.82191780821918,0.0,0.3082191780821918,0.6164383561643836,2.4657534246575343,3.6986301369863015,2.773972602739726,0.9246575342465754,0.9246575342465754,6.780821917808219,6.780821917808219,8.938356164383562,1.2328767123287672,4.623287671232877,2.4657534246575343,4.623287671232877,1.2328767123287672,0.6164383561643836,1.2328767123287672,0.0,0.0,0.0,80.0,69.23,22.22,68.18,33.33,67.44,50.0,100.0,0.3458587286642247,0.1689653913609533,1.5410958904109588,3.0821917808219177,0.0894981205479451,0.6164383561643836,5.547945205479452,7.705479452054795,0.1698912308219178,16.95205479452055,CM/AM,30,70,77,60,53,43,43,77,100,100,63,93,100,100,100,87,93,90,100,83,50,77,37,37,53,67,87,40,87,50,93,57,90,93,53,93,70,87,27,93,100,80,60,33,73,73,67,53,47,40,73,93,100,60,93,100,100,100,87,100,87,100,80,60,87,37,37,53,67,87,40,87,50,93,57,90,93,60,87,73,80,20,87,87,80,60,Greek Super League
