Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total big chances saved_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total interception_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total big chances saved_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total interception_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total big chances saved_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total interception_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total big chances saved_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total interception_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,83o1db3xjk47kvnuj55rtwz1m,J. Cataldi,Juan Cataldi,27,Midfielder,Argentina,Midfielder,25.0,40.0,10.0,63.0,0.0,2.0,230.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.75,62.5,50.0,0.0,25.0,38.1,0.0,50.0,0.1892283726792734,0.2339169820835007,4.0,2.0,0.0703287,2.0,7.0,11.0,0.4573942499999999,41.0,9.782608695652174,15.65217391304348,3.91304347826087,24.65217391304348,0.0,0.782608695652174,0.782608695652174,0.782608695652174,1.565217391304348,0.0,1.565217391304348,0.0,0.0,0.0,3.130434782608696,0.391304347826087,0.391304347826087,2.347826086956522,0.0,0.391304347826087,0.0,0.0,0.391304347826087,0.0,0.0,79.75,62.5,50.0,0.0,25.0,38.1,0.0,50.0,0.0740458849614548,0.0915327321196307,1.565217391304348,0.782608695652174,0.0275199260869565,0.782608695652174,2.739130434782609,4.304347826086957,0.1789803586956521,16.043478260869566,DM/CM,12,19,56,12,53,28,88,34,78,25,94,25,9,9,22,69,25,62,12,22,9,9,94,41,50,12,34,81,12,56,12,16,34,69,62,100,16,25,41,31,41,75,19,12,25,62,19,53,31,94,56,94,25,100,25,9,9,19,88,38,88,12,25,9,9,100,41,50,12,34,81,12,56,12,16,34,69,75,100,12,25,56,38,44,94,25,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,8lwjuycfv5006dw2g2whv7zhm,Julio Alonso,Julio Alonso,27,Defender,Spain,Defender,36.0,47.0,8.0,81.0,0.0,9.0,338.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,21.0,0.0,4.0,9.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,74.31,40.0,25.0,66.67,0.0,61.76,33.33,55.56,0.1472425748027386,0.2336335547543833,0.0,7.0,0.24487396,6.0,8.0,8.0,0.2412365099999999,42.0,9.585798816568047,12.514792899408285,2.1301775147929,21.568047337278102,0.0,2.396449704142012,0.5325443786982249,0.7988165680473372,0.2662721893491124,0.2662721893491124,0.0,0.0,0.7988165680473372,0.7988165680473372,5.591715976331361,0.0,1.0650887573964498,2.396449704142012,0.5325443786982249,1.331360946745562,0.2662721893491124,0.7988165680473372,0.0,0.0,0.0,74.31,40.0,25.0,66.67,0.0,61.76,33.33,55.56,0.0392066027581256,0.0622101181298653,0.0,1.863905325443787,0.0652031254437869,1.5976331360946745,2.1301775147929,2.1301775147929,0.064234573668639,11.183431952662724,LB/LCB,8,38,73,15,54,85,58,69,46,58,42,46,58,58,81,38,65,88,73,85,15,42,42,54,54,8,62,58,69,38,77,35,38,54,62,38,77,85,92,54,35,54,27,8,31,69,8,54,69,62,62,46,54,42,46,54,54,77,38,69,77,77,77,15,38,42,54,54,8,62,58,69,38,77,35,38,54,62,38,77,85,92,54,38,46,23,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,9q6funungk6s8zuryowhww4wl,A. Mendes Moreira,Ahmad Mendes Moreira,31,Attacker,Guinea,Striker,17.0,35.0,3.0,47.0,0.0,4.0,360.0,5.0,7.0,7.0,4.0,3.0,1.0,11.0,11.0,33.0,2.0,12.0,15.0,4.0,3.0,10.0,0.0,3.0,0.0,0.0,61.04,27.27,29.41,36.36,28.57,53.23,52.63,75.0,0.6186299280995103,0.8404811948629931,2.0,6.0,0.18368363,0.0,5.0,8.0,0.4914547,27.0,4.25,8.75,0.75,11.75,0.0,1.0,1.25,1.75,1.75,1.0,0.75,0.25,2.75,2.75,8.25,0.5,3.0,3.75,1.0,0.75,2.5,0.0,0.75,0.0,0.0,61.04,27.27,29.41,36.36,28.57,53.23,52.63,75.0,0.1546574820248775,0.2101202987157482,0.5,1.5,0.0459209075,0.0,1.25,2.0,0.122863675,6.75,ST,65,74,76,65,52,96,89,91,52,41,85,43,91,91,100,48,50,100,80,72,89,28,100,30,52,13,33,74,39,33,83,83,70,52,96,65,80,78,17,80,85,91,85,35,57,61,48,52,87,87,78,39,26,74,26,83,78,91,43,35,91,70,61,78,28,100,30,52,13,33,74,39,33,83,83,70,39,87,61,70,74,17,65,74,87,74,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,btmor4947e3ca7q9tvkgkyr8q,P. Kaloutsikidis,Petros Kaloutsikidis,25,Defender,Greece,Defender,30.0,43.0,3.0,71.0,0.0,9.0,338.0,2.0,3.0,3.0,1.0,2.0,2.0,8.0,8.0,18.0,0.0,4.0,2.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0,73.96,30.0,22.22,50.0,0.0,51.43,53.85,100.0,0.3113366851369776,0.3004199009872845,2.0,5.0,0.1167578299999999,1.0,7.0,12.0,0.5301989599999999,32.0,7.988165680473373,11.449704142011834,0.7988165680473372,18.90532544378698,0.0,2.396449704142012,0.5325443786982249,0.7988165680473372,0.7988165680473372,0.2662721893491124,0.5325443786982249,0.5325443786982249,2.1301775147929,2.1301775147929,4.792899408284024,0.0,1.0650887573964498,0.5325443786982249,1.0650887573964498,1.331360946745562,1.863905325443787,1.0650887573964498,0.0,0.0,0.0,73.96,30.0,22.22,50.0,0.0,51.43,53.85,100.0,0.0829003007761182,0.0799934647599278,0.5325443786982249,1.331360946745562,0.0310893630177514,0.2662721893491124,1.863905325443787,3.195266272189349,0.1411772378698224,8.520710059171599,RB/RCB,17,58,46,25,50,46,67,62,54,42,67,88,96,92,75,38,58,38,88,83,92,71,46,46,54,25,58,75,38,38,67,75,88,67,83,62,71,67,33,58,83,75,25,8,58,42,17,50,50,75,58,50,42,67,92,92,92,75,38,50,50,92,83,83,75,46,46,54,25,58,75,38,38,67,75,88,67,83,67,58,58,33,50,83,83,25,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,Gustav Granath,29,Defender,Sweden,Defender,68.0,28.0,9.0,95.0,1.0,29.0,344.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,9.0,2.0,4.0,2.0,1.0,1.0,6.0,4.0,0.0,2.0,0.0,84.82,50.0,100.0,100.0,100.0,52.94,50.0,100.0,0.3741991950090205,0.1375783398430525,0.0,0.0,0.0,1.0,4.0,7.0,0.1981415999999999,50.0,17.790697674418603,7.325581395348837,2.3546511627906974,24.85465116279069,0.2616279069767441,7.587209302325581,0.2616279069767441,0.2616279069767441,0.5232558139534883,0.5232558139534883,0.0,0.0,0.2616279069767441,0.2616279069767441,2.3546511627906974,0.5232558139534883,1.0465116279069766,0.5232558139534883,0.2616279069767441,0.2616279069767441,1.569767441860465,1.0465116279069766,0.0,0.5232558139534883,0.0,84.82,50.0,100.0,100.0,100.0,52.94,50.0,100.0,0.0979009521825925,0.035994333098473,0.0,0.0,0.0,0.2616279069767441,1.0465116279069766,1.8313953488372088,0.0518393720930232,13.081395348837209,RB/RCB,50,17,83,33,100,100,46,38,38,71,25,25,29,25,8,92,58,38,50,21,83,71,46,100,54,58,71,100,88,100,83,54,88,75,42,25,8,8,33,12,38,33,33,58,8,83,33,100,100,42,42,42,75,25,25,33,25,8,92,42,42,42,8,75,67,46,100,54,58,71,100,88,100,83,54,88,75,42,25,8,8,25,17,25,25,33,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,4kyh9b5lqds7n48jd7qrnenoq,Diego Esteban,Diego Esteban,26,Midfielder,Spain,Midfielder,24.0,56.0,6.0,75.0,0.0,7.0,300.0,5.0,7.0,3.0,3.0,0.0,2.0,5.0,6.0,11.0,0.0,8.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,78.12,66.67,62.5,60.0,0.0,35.48,28.57,100.0,0.3679855042252691,0.7851869852601954,0.0,7.0,0.2037958799999999,5.0,7.0,16.0,0.4423533500000001,38.0,7.199999999999999,16.8,1.7999999999999998,22.5,0.0,2.1,1.5,2.1,0.8999999999999999,0.8999999999999999,0.0,0.6,1.5,1.7999999999999998,3.3,0.0,2.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.6,1.2,0.6,0.0,0.0,78.12,66.67,62.5,60.0,0.0,35.48,28.57,100.0,0.1103956512675807,0.2355560955780586,0.0,2.1,0.0611387639999999,1.5,2.1,4.8,0.132706005,11.4,CM/AM,20,47,57,33,53,93,73,60,27,60,13,77,67,70,17,13,37,33,77,63,50,77,90,37,53,47,67,93,67,13,20,30,90,47,73,17,40,47,80,27,73,67,37,20,47,60,27,53,93,73,60,27,60,13,67,60,67,13,13,20,27,87,53,53,80,87,37,53,47,67,93,67,13,20,30,90,47,73,17,33,40,73,20,73,67,33,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,5ry7wj1fqfkpjg3zd3wme6wyy,G. Satsias,Giannis Satsias,23,Midfielder,Cyprus,Midfielder,36.0,35.0,0.0,71.0,0.0,6.0,282.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,77.17,0.0,0.0,0.0,0.0,42.31,40.0,50.0,0.0,0.1490619932413852,0.0,1.0,0.02401521,0.0,6.0,5.0,0.09778476,37.0,11.48936170212766,11.170212765957446,0.0,22.659574468085108,0.0,1.9148936170212767,0.0,0.6382978723404256,0.0,0.0,0.0,0.0,0.0,0.0,3.5106382978723403,0.0,0.3191489361702128,0.9574468085106383,0.0,0.6382978723404256,1.2765957446808511,0.0,0.3191489361702128,0.0,0.0,77.17,0.0,0.0,0.0,0.0,42.31,40.0,50.0,0.0,0.0475729765663995,0.0,0.3191489361702128,0.0076644287234042,0.0,1.9148936170212767,1.5957446808510638,0.0312079021276595,11.808510638297872,RM/RCM,75,25,25,50,62,75,38,50,25,25,25,38,25,25,50,25,25,25,25,62,100,38,88,38,62,50,25,38,25,25,100,75,75,25,50,38,25,25,38,25,25,25,38,100,25,25,50,62,75,38,50,25,25,25,38,25,25,50,25,25,25,25,75,100,38,100,38,62,50,25,38,25,25,100,75,75,25,50,38,25,25,38,50,25,25,75,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,8v5wcpkj444hx6yuzzvtzlxp1,C. Mavrias,Charalampos Mavrias,32,Midfielder,Greece,Midfielder,39.0,51.0,6.0,90.0,0.0,8.0,333.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,6.0,16.0,2.0,4.0,7.0,3.0,3.0,2.0,5.0,0.0,1.0,0.0,78.95,31.58,0.0,50.0,66.67,42.11,28.57,75.0,0.2399086342182785,0.0,0.0,4.0,0.11231749,0.0,9.0,11.0,0.3184305,42.0,10.54054054054054,13.783783783783782,1.6216216216216215,24.324324324324323,0.0,2.162162162162162,0.0,0.0,0.8108108108108107,0.5405405405405405,0.2702702702702702,0.0,1.6216216216216215,1.6216216216216215,4.324324324324324,0.5405405405405405,1.081081081081081,1.891891891891892,0.8108108108108107,0.8108108108108107,0.5405405405405405,1.351351351351351,0.0,0.2702702702702702,0.0,78.95,31.58,0.0,50.0,66.67,42.11,28.57,75.0,0.0648401714103455,0.0,0.0,1.081081081081081,0.0303560783783783,0.0,2.4324324324324325,2.972972972972973,0.0860622972972973,11.35135135135135,RM/RCM,100,50,100,100,62,100,38,25,50,62,50,38,62,50,75,88,50,75,75,100,25,100,38,75,62,75,50,38,100,100,75,25,100,50,25,38,50,50,38,75,75,75,100,75,50,75,100,62,100,38,25,50,50,50,38,50,50,75,75,50,75,75,100,25,100,38,75,62,75,50,38,100,100,75,25,100,50,25,38,50,50,38,75,75,50,50,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,b3iwwwu4oj2xucoeah128utt6,N. Stajić,Nikola Stajic,25,Defender,Serbia,Defender,67.0,28.0,15.0,95.0,0.0,29.0,360.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,81.9,57.69,0.0,0.0,0.0,56.0,61.54,60.0,0.2528399793107851,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.1668860399999999,57.0,16.75,7.0,3.75,23.75,0.0,7.25,0.0,0.25,0.5,0.5,0.0,0.25,0.0,0.0,3.5,0.0,0.5,0.25,0.0,0.75,2.0,1.0,0.0,0.0,0.0,81.9,57.69,0.0,0.0,0.0,56.0,61.54,60.0,0.0632099948276962,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0417215099999999,14.25,LB/LCB,62,8,100,38,54,100,15,35,69,77,42,92,15,15,54,38,42,27,23,46,100,62,42,54,54,46,85,15,23,38,54,85,46,85,19,38,15,15,19,42,35,23,77,46,8,100,15,54,100,15,31,62,69,42,92,15,15,46,38,35,19,23,42,100,50,42,54,54,46,85,15,23,38,54,85,46,85,19,38,15,15,19,31,31,23,62,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,bj6gvru3cmdhvnnxiy79j1gix,A. Bassi,Amine Bassi,28,Midfielder,Morocco,Midfielder,37.0,77.0,10.0,110.0,0.0,0.0,323.0,4.0,8.0,4.0,2.0,2.0,1.0,3.0,3.0,14.0,0.0,9.0,8.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,79.14,62.5,36.36,33.33,0.0,45.16,28.57,33.33,0.3796705302014599,0.7378320006285722,0.0,10.0,0.240468,3.0,11.0,12.0,0.3685961499999999,64.0,10.309597523219814,21.455108359133128,2.786377708978328,30.65015479876161,0.0,0.0,1.1145510835913313,2.2291021671826625,1.1145510835913313,0.5572755417956656,0.5572755417956656,0.2786377708978328,0.8359133126934984,0.8359133126934984,3.900928792569659,0.0,2.5077399380804954,2.2291021671826625,0.2786377708978328,0.2786377708978328,0.5572755417956656,1.393188854489164,0.0,0.0,0.0,79.14,62.5,36.36,33.33,0.0,45.16,28.57,33.33,0.1057905502109331,0.2055878639522337,0.0,2.786377708978328,0.06700346749226,0.8359133126934984,3.065015479876161,3.343653250773994,0.1027048095975231,17.8328173374613,CM/AM,67,70,87,67,53,17,60,77,43,37,40,47,33,30,53,13,53,90,23,20,50,97,37,37,53,53,53,73,23,13,40,30,30,53,67,17,70,67,50,60,47,60,67,53,67,80,60,53,17,60,67,33,27,33,40,27,27,27,13,33,73,20,20,40,93,37,37,53,53,53,73,23,13,40,30,30,40,67,17,53,53,40,47,40,53,67,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,e382powtgetwn8npxf9nqeaga,M. Djenepo,Moussa Djenepo,28,Attacker,Mali,Striker,22.0,21.0,1.0,43.0,0.0,0.0,320.0,0.0,1.0,1.0,1.0,0.0,0.0,21.0,23.0,30.0,1.0,7.0,13.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,76.79,25.0,0.0,47.62,100.0,46.15,33.33,50.0,0.0646846130204722,0.0545957364303815,1.0,6.0,0.18686562,5.0,1.0,2.0,0.1955216999999999,18.0,6.1875,5.90625,0.28125,12.09375,0.0,0.0,0.0,0.28125,0.28125,0.28125,0.0,0.0,5.90625,6.46875,8.4375,0.28125,1.96875,3.65625,2.8125,0.5625,0.84375,0.5625,0.0,0.0,0.0,76.79,25.0,0.0,47.62,100.0,46.15,33.33,50.0,0.0181925474120078,0.0153550508710447,0.28125,1.6875,0.052555955625,1.40625,0.28125,0.5625,0.0549904781249999,5.0625,ST,78,41,37,61,52,9,28,28,4,9,17,13,100,100,96,28,22,93,100,57,46,89,43,30,52,78,24,28,70,100,52,46,41,4,30,43,80,83,96,17,41,61,63,78,13,22,57,52,9,28,22,4,4,17,13,100,100,96,17,13,87,100,52,35,87,43,30,52,78,24,28,70,100,52,46,41,4,26,35,78,83,96,17,39,52,61,Greek Super League
Panathinaikos,4ws3k9155net1ydbvr8c940dy,2d1s76x7u3ovp3zn947bi2hd6,K. Kangwa,Kings Kangwa,27,Midfielder,Zambia,Midfielder,50.0,100.0,9.0,148.0,0.0,0.0,241.0,2.0,5.0,7.0,4.0,3.0,2.0,3.0,3.0,12.0,3.0,12.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,90.8,81.82,33.33,66.67,42.86,41.38,50.0,50.0,0.6527807883506195,0.4077469278280082,1.0,15.0,0.33497256,7.0,15.0,21.0,0.6686810700000003,75.0,18.67219917012448,37.344398340248965,3.3609958506224067,55.26970954356847,0.0,0.0,0.7468879668049793,1.867219917012448,2.6141078838174274,1.4937759336099583,1.120331950207469,0.7468879668049793,1.120331950207469,1.120331950207469,4.481327800829876,1.120331950207469,4.481327800829876,1.120331950207469,0.7468879668049793,1.120331950207469,0.3734439834024896,1.120331950207469,0.3734439834024896,0.3734439834024896,0.0,90.8,81.82,33.33,66.67,42.86,41.38,50.0,50.0,0.2437770578902728,0.1522706369482188,0.3734439834024896,5.601659751037345,0.1250934871369294,2.6141078838174274,5.601659751037345,7.842323651452283,0.2497149224066391,28.00829875518673,CM/AM,73,87,77,80,53,17,43,47,67,77,63,77,33,30,27,70,80,33,47,63,20,60,77,83,53,100,93,67,77,73,33,57,43,67,47,40,93,93,87,73,80,93,73,73,100,87,93,53,17,47,53,67,80,80,87,40,40,47,73,87,33,47,67,13,67,80,80,53,100,93,67,77,73,33,57,43,87,47,33,93,93,93,93,93,93,93,Greek Super League
Panathinaikos,4ws3k9155net1ydbvr8c940dy,2s80bfibo84ucwkl36lkzqvpw,S. Andino,Santino Andino,20,Attacker,Argentina,Striker,19.0,108.0,0.0,124.0,0.0,3.0,316.0,3.0,8.0,7.0,4.0,3.0,2.0,17.0,19.0,16.0,4.0,21.0,4.0,7.0,0.0,3.0,3.0,2.0,0.0,0.0,86.71,0.0,50.0,41.18,57.14,33.33,37.5,0.0,0.4992121954169956,0.7882110795790743,3.0,23.0,0.7231315499999998,8.0,11.0,17.0,0.79936774,42.0,5.411392405063292,30.75949367088608,0.0,35.31645569620253,0.0,0.8544303797468354,0.8544303797468354,2.278481012658228,1.993670886075949,1.139240506329114,0.8544303797468354,0.569620253164557,4.841772151898734,5.411392405063292,4.556962025316456,1.139240506329114,5.981012658227848,1.139240506329114,1.993670886075949,0.0,0.8544303797468354,0.8544303797468354,0.569620253164557,0.0,0.0,86.71,0.0,50.0,41.18,57.14,33.33,37.5,0.0,0.1421806885681316,0.2244904973484705,0.8544303797468354,6.550632911392405,0.2059551882911392,2.278481012658228,3.132911392405063,4.841772151898734,0.2276680272151898,11.962025316455696,LW,50,100,20,100,60,50,90,100,100,90,100,100,100,100,60,90,100,50,100,20,50,90,100,50,60,100,20,100,60,80,20,40,20,100,100,100,100,100,100,100,100,100,100,40,100,20,100,60,40,80,100,100,60,80,100,100,100,60,80,80,40,100,20,20,60,100,50,60,100,20,100,60,80,20,40,20,100,100,80,100,100,100,80,100,100,80,Greek Super League
Panathinaikos,4ws3k9155net1ydbvr8c940dy,83hpavqn7r5bzcgxvjbcso3px,G. Kyriakopoulos,Georgios Kyriakopoulos,30,Defender,Greece,Defender,71.0,145.0,5.0,211.0,0.0,3.0,359.0,5.0,6.0,4.0,0.0,4.0,2.0,4.0,4.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,89.79,35.71,23.81,50.0,50.0,50.0,33.33,66.67,0.1997076185775501,0.6650863543815098,3.0,14.0,0.39242763,6.0,20.0,26.0,1.2224079500000005,109.0,17.799442896935933,36.35097493036211,1.2534818941504178,52.89693593314763,0.0,0.7520891364902507,1.2534818941504178,1.504178272980501,1.0027855153203342,0.0,1.0027855153203342,0.5013927576601671,1.0027855153203342,1.0027855153203342,1.7548746518105849,0.5013927576601671,1.0027855153203342,0.2506963788300835,0.5013927576601671,0.5013927576601671,0.2506963788300835,1.0027855153203342,0.2506963788300835,0.0,0.0,89.79,35.71,23.81,50.0,50.0,50.0,33.33,66.67,0.0500659768021713,0.1667347406527461,0.7520891364902507,3.5097493036211698,0.0983801857938718,1.504178272980501,5.013927576601671,6.518105849582173,0.3064532465181059,27.32590529247911,LB/LCB,69,100,42,92,54,8,85,96,88,27,100,100,81,81,15,100,65,27,73,27,15,62,88,54,54,85,46,38,62,96,15,35,65,77,100,100,100,100,92,100,100,100,92,54,100,38,92,54,8,77,100,92,27,100,100,77,77,15,100,62,31,69,23,8,62,92,54,54,85,46,38,62,96,15,35,65,62,100,100,100,100,85,100,100,100,92,Greek Super League
Panathinaikos,4ws3k9155net1ydbvr8c940dy,ahhjd38eki0yws3iw1si0082x,R. van Drongelen,Rick van Drongelen,27,Defender,Netherlands,Defender,162.0,115.0,17.0,277.0,0.0,15.0,360.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,3.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,95.19,80.95,0.0,0.0,0.0,48.0,54.55,66.67,0.2599256522183146,0.0,0.0,10.0,0.20771696,7.0,33.0,30.0,0.5893190099999999,191.0,40.5,28.75,4.25,69.25,0.0,3.75,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.0,0.0,1.75,0.75,0.0,0.5,1.5,0.25,0.0,0.0,0.0,95.19,80.95,0.0,0.0,0.0,48.0,54.55,66.67,0.0649814130545786,0.0,0.0,2.5,0.05192924,1.75,8.25,7.5,0.1473297524999999,47.75,CB,92,100,79,96,44,37,42,17,56,67,40,33,27,27,29,42,92,56,35,38,46,15,48,48,52,100,100,42,35,42,29,38,63,73,21,42,96,92,96,100,100,96,98,88,100,71,96,44,31,42,17,48,62,40,33,27,27,15,42,88,50,35,31,38,12,48,48,52,100,100,42,35,42,29,38,63,62,21,42,96,92,96,100,100,92,98,Greek Super League
Panathinaikos,4ws3k9155net1ydbvr8c940dy,anqg5vu7a6s3lk0lchntswc0l,L. García,Levi García,28,Attacker,Trinidad and Tobago,Striker,14.0,56.0,3.0,68.0,0.0,1.0,326.0,2.0,4.0,12.0,12.0,0.0,3.0,11.0,11.0,18.0,6.0,26.0,7.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,81.93,75.0,33.33,45.45,50.0,45.0,50.0,100.0,1.317590972552109,0.1727346936671356,1.0,3.0,0.10911342,2.0,4.0,5.0,0.44144058,18.0,3.8650306748466257,15.460122699386504,0.8282208588957055,18.773006134969325,0.0,0.2760736196319018,0.5521472392638037,1.1042944785276074,3.312883435582822,3.312883435582822,0.0,0.8282208588957055,3.03680981595092,3.03680981595092,4.969325153374233,1.656441717791411,7.177914110429448,1.9325153374233128,1.3803680981595092,0.2760736196319018,1.3803680981595092,0.0,0.0,0.0,0.0,81.93,75.0,33.33,45.45,50.0,45.0,50.0,100.0,0.3637521089867785,0.0476874921166938,0.2760736196319018,0.8282208588957055,0.0301233368098159,0.5521472392638037,1.1042944785276074,1.3803680981595092,0.1218700987730061,4.969325153374233,ST,48,87,76,83,52,30,78,63,96,100,17,83,91,91,65,98,100,67,89,39,65,28,43,30,52,91,74,83,63,70,39,78,93,87,52,43,52,70,70,63,65,87,63,26,87,70,78,52,17,74,61,78,96,17,70,87,83,48,87,96,57,87,30,57,28,43,30,52,91,74,83,63,70,39,78,93,74,43,30,48,57,65,52,61,83,57,Greek Super League
